document_id,token_index,sentence_index,paragraph_index,token_text,lemma,pos,domain_class,character_offset,normalized_position,mean_delta_z,median_delta_z,std_delta_z,mean_abs_delta_z,clean_transition_rate,standard_error,ci95_low,ci95_high,n_trials,status
cli_input,133,2,0,meanings,meaning,NNS,general,417,0.4463087248322148,-0.25855696265620887,-0.24415342367352943,0.07460696191981733,0.25855696265620887,1.0,0.03336524768948995,-0.32395284812760916,-0.19316107718480857,5,valid
cli_input,137,2,0,duration,duration,NN,general,431,0.4597315436241611,0.06004581040661554,0.1402867503751346,0.16549384506086,0.15417964276153392,1.0,0.07401109748278016,-0.08501594065963357,0.20510756147286463,5,valid
cli_input,150,3,0,applicants,applicant,NNS,general,471,0.5033557046979866,0.055651748146626726,0.05331498020370762,0.08406077205363316,0.08326474951096072,1.0,0.03759312011060767,-0.01803076727016431,0.12933426356341776,5,valid
cli_input,155,3,0,imports,import,NNS,general,488,0.5201342281879194,0.14778600937543235,0.2027167306109836,0.11077469318832302,0.14778600937543235,1.0,0.04953994883115463,0.05068770966636928,0.24488430908449543,5,valid
cli_input,165,3,0,displaying,display,VBG,general,525,0.5536912751677853,-0.3758423834717381,-0.33373019257955394,0.18098121798690042,0.3758423834717381,1.0,0.0809372612138834,-0.5344794154509496,-0.21720535149252665,5,valid
cli_input,230,5,0,repeatedly,repeatedly,RB,general,723,0.7718120805369127,0.19392374003323223,0.1501008321133519,0.08188978854528667,0.19392374003323223,1.0,0.03662222677006892,0.12214417556389716,0.2657033045025673,5,valid
cli_input,238,5,0,transitions,transition,NNS,general,753,0.7986577181208053,-0.0612371489451593,-0.010808561166503639,0.0860415595377396,0.0612371489451593,1.0,0.03847895520329623,-0.13665590114361992,0.014181603253301311,5,valid
cli_input,253,6,0,applied,apply,VBN,general,796,0.8489932885906041,-0.19493592405535703,-0.10368636053010905,0.12998860923110406,0.19493592405535703,1.0,0.05813267330828106,-0.3088759637395879,-0.08099588437112615,5,valid
cli_input,261,6,0,mission,mission,NN,general,819,0.8758389261744967,0.09835016657584694,0.0768201647404636,0.06625863203632967,0.09835016657584694,1.0,0.02963176106587569,0.04027191488673059,0.1564284182649633,5,valid
cli_input,8,0,0,structures,structure,NNS,general,29,0.014678899082568808,0.1157991811319004,0.1602021807871048,0.1408369257547969,0.16746126706148923,1.0,0.06298418794596335,-0.007649827242187768,0.23924818950598856,5,valid
