document_id,token_index,sentence_index,token_text,lemma,pos,domain_class,target_abs_delta_z,target_delta_z,pos_norm,pos_norm_sq,pos_norm_cu,sent_relative_pos,is_sent_initial,is_sent_final,dist_sent_start,dist_sent_end,is_noun,is_verb,is_adj,is_adv,is_cs,is_bio,is_eli5,is_fin,window_count,token_len,syllable_est,clean_rate,n_trials,self_information,candidate_entropy
cli_input,26,0,demands,demand,NNS,biomedical,0.1247481486147648,-0.0031358696422062126,0.043697478991596636,0.0019094696702210293,8.343901079957438e-05,0.5512820512820513,0.0,0.0,43.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,5.0,12.836740757757024,3.3923174227787602
cli_input,26,0,selection,selection,NN,general,0.173568926604031,-0.173568926604031,0.03651685393258427,0.0013334806211336952,4.869451706387089e-05,0.5641025641025641,0.0,0.0,44.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,1.0,5.0,12.836740757757024,3.7548875021634687
cli_input,28,0,system,system,NN,general,0.05760903662535579,-0.04090233997747443,0.06481481481481481,0.004200960219478737,0.00027228445866991815,0.5769230769230769,0.0,0.0,45.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,1.0,5.0,9.836740757757024,3.169925001442312
cli_input,28,0,only,only,RB,general,0.08381353487190338,-0.08381353487190338,0.03684210526315789,0.0013573407202216064,5.0007289692374965e-05,0.5897435897435898,0.0,0.0,46.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,4.0,10.514812662869662,2.584962500721156
cli_input,28,0,start,start,VBP,general,0.18020213614345176,-0.18020213614345176,0.051188299817184646,0.0026202420381739857,0.00013412573504364097,0.6025641025641025,0.0,0.0,47.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,5.0,11.836740757757024,2.9068905956085187
cli_input,29,0,exercised,exercise,VBN,general,0.2194243388323179,-0.2194243388323179,0.11026615969581749,0.012158625974063525,0.0013406849933378033,0.6153846153846154,0.0,0.0,48.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,1.0,5.0,12.836740757757024,3.7548875021634687
cli_input,30,0,area,area,NN,biomedical,0.1220400458402164,-0.11274662297567666,0.043731778425655975,0.0019124684442706694,8.36356462509039e-05,0.6282051282051282,0.0,0.0,49.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,5.0,10.02938583569942,2.584962500721156
cli_input,30,0,results,result,NNS,general,0.15185899173652212,-0.15185899173652212,0.059880239520958084,0.0035856430850873104,0.00021470916677169524,0.6410256410256411,0.0,0.0,50.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,5.0,11.251778257035868,3.3923174227787602
cli_input,30,0,schemes,scheme,NNS,general,0.22599451108104968,-0.047338624473125715,0.08450704225352113,0.007141440190438404,0.0006035019879243722,0.6538461538461539,0.0,0.0,51.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,5.0,12.836740757757024,3.3923174227787602
cli_input,30,0,aspects,aspect,NNS,general,0.18768385564947515,-0.18341172140412787,0.042134831460674156,0.0017753440222194167,7.480382116093048e-05,0.6666666666666666,0.0,0.0,52.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,5.0,12.836740757757024,3.3923174227787602
cli_input,32,0,improve,improve,VB,general,0.06103854839827658,-0.048615702140275996,0.06412825651302605,0.0041124332834004676,0.00026372317649061113,0.6794871794871795,0.0,0.0,53.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,5.0,9.929850162148504,3.3923174227787602
cli_input,32,0,necessity,necessity,NN,general,0.11676792866904209,-0.11676792866904209,0.0798004987531172,0.0063681196012462605,0.0005081791202989534,0.6923076923076923,0.0,0.0,54.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,5.0,12.836740757757024,3.7548875021634687
cli_input,32,0,substances,substance,NNS,biomedical,0.08903277382446965,-0.07968359501864039,0.060836501901140684,0.003701079963567494,0.00022516075823984756,0.7051282051282052,0.0,0.0,55.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,5.0,10.836740757757024,3.9068905956085187
cli_input,34,0,decrease,decrease,VB,general,0.058875400501785705,0.058875400501785705,0.05704697986577181,0.003254357911805775,0.00018565129027079923,0.717948717948718,0.0,0.0,56.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,5.0,12.836740757757024,3.584962500721156
cli_input,34,0,markedly,markedly,RB,finance,0.10126393942416323,-0.10126393942416323,0.08056872037914692,0.006491318703533164,0.00052299724151689,0.7307692307692307,0.0,0.0,57.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,5.0,12.836740757757024,3.584962500721156
cli_input,38,0,duration,duration,NN,finance,0.24728714066997784,-0.24728714066997784,0.09004739336492891,0.008108533051818244,0.0007301522653296048,0.7435897435897436,0.0,0.0,58.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,5.0,12.836740757757024,3.584962500721156
cli_input,39,0,apprehending,apprehend,VBG,general,0.35185408961161885,-0.35185408961161885,0.07155963302752294,0.005120781079033752,0.00036644121482993825,0.7564102564102564,0.0,0.0,59.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,1.0,5.0,12.836740757757024,4.169925001442312
cli_input,39,0,originating,originate,VBG,general,0.22447174603246517,-0.22447174603246517,0.09285714285714286,0.008622448979591838,0.0008006559766763849,0.7692307692307693,0.0,0.0,60.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5.0,0.0,5.0,12.836740757757024,4.044394119358453
cli_input,43,0,facet,facet,NN,general,0.14408006837416015,0.031128401915021975,0.09347826086956522,0.008738185255198488,0.0008168303608120325,0.782051282051282,0.0,0.0,61.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,5.0,12.836740757757024,2.9068905956085187
